,,total_cases,new_cases,total_deaths,new_deaths,case_datality_rate
,,amax,sum,amax,sum,
location,month,,,,,
United Kingdom,2020-03,38815.0,38754.0,2457.0,2457.0,0.06330027051397656
United Kingdom,2020-04,178771.0,139956.0,26754.0,24297.0,0.14965514540949035
United Kingdom,2020-05,257539.0,78768.0,37527.0,10773.0,0.1457138530474996
United Kingdom,2020-06,285216.0,27677.0,40479.0,2952.0,0.14192401548300235
United Kingdom,2020-07,304793.0,19577.0,41274.0,795.0,0.13541649578566436
United Kingdom,2020-08,338083.0,33290.0,41589.0,315.0,0.12301417107633332
United Kingdom,2020-09,455848.0,117765.0,42233.0,644.0,0.09264711044032221
United Kingdom,2020-10,1014795.0,558947.0,46645.0,4412.0,0.04596494858567494
United Kingdom,2020-11,1633736.0,618941.0,58545.0,11900.0,0.03583504311590122
United Kingdom,2020-12,2496235.0,862499.0,73622.0,15077.0,0.029493216784477423
United States,2020-01,8.0,7.0,,0.0,
United States,2020-02,25.0,17.0,1.0,1.0,0.04
United States,2020-03,192301.0,192276.0,5370.0,5369.0,0.027924971789018257
United States,2020-04,1081020.0,888719.0,66232.0,60862.0,0.06126806164548297
United States,2020-05,1798718.0,717698.0,107832.0,41600.0,0.05994936393586988
United States,2020-06,2642174.0,843456.0,127594.0,19762.0,0.04829129345758455
United States,2020-07,4567420.0,1925246.0,154115.0,26521.0,0.03374224398019013
United States,2020-08,6026896.0,1459476.0,183748.0,29633.0,0.030487999129236675
United States,2020-09,7235372.0,1208476.0,207127.0,23379.0,0.02862700079553615
United States,2020-10,9165539.0,1930167.0,231638.0,24511.0,0.025272709002711134
United States,2020-11,13670310.0,4504771.0,270871.0,39233.0,0.019814547000031456
United States,2020-12,20098800.0,6428490.0,351883.0,81012.0,0.01750766214898402
Uruguay,2020-03,338.0,338.0,1.0,1.0,0.0029585798816568047
Uruguay,2020-04,643.0,305.0,17.0,16.0,0.026438569206842923
Uruguay,2020-05,823.0,180.0,22.0,5.0,0.026731470230862697
Uruguay,2020-06,936.0,113.0,27.0,5.0,0.028846153846153848
Uruguay,2020-07,1264.0,328.0,35.0,8.0,0.027689873417721517
Uruguay,2020-08,1595.0,331.0,44.0,9.0,0.027586206896551724
Uruguay,2020-09,2046.0,451.0,48.0,4.0,0.02346041055718475
Uruguay,2020-10,3124.0,1078.0,58.0,10.0,0.01856594110115237
Uruguay,2020-11,5857.0,2733.0,77.0,19.0,0.01314666211371009
Uruguay,2020-12,19119.0,13262.0,181.0,104.0,0.00946702233380407
Uzbekistan,2020-03,172.0,172.0,2.0,2.0,0.011627906976744186
Uzbekistan,2020-04,2039.0,1867.0,9.0,7.0,0.004413928396272682
Uzbekistan,2020-05,3623.0,1584.0,15.0,6.0,0.004140215291195142
Uzbekistan,2020-06,8503.0,4880.0,26.0,11.0,0.0030577443255321653
Uzbekistan,2020-07,24009.0,15506.0,141.0,115.0,0.005872797700862176
Uzbekistan,2020-08,41893.0,17884.0,320.0,179.0,0.007638507626572458
Uzbekistan,2020-09,56717.0,14824.0,470.0,150.0,0.008286757056967046
Uzbekistan,2020-10,66932.0,10215.0,566.0,96.0,0.008456343751867566
Uzbekistan,2020-11,73094.0,6162.0,610.0,44.0,0.008345418228582374
Uzbekistan,2020-12,77060.0,3966.0,614.0,4.0,0.007967817285232286
Vanuatu,2020-11,1.0,1.0,,0.0,
Vanuatu,2020-12,1.0,0.0,,0.0,
Vatican,2020-03,6.0,6.0,,0.0,
Vatican,2020-04,11.0,5.0,,0.0,
Vatican,2020-05,12.0,1.0,,0.0,
Vatican,2020-06,12.0,0.0,,0.0,
Vatican,2020-07,12.0,0.0,,0.0,
Vatican,2020-08,12.0,0.0,,0.0,
Vatican,2020-09,12.0,0.0,,0.0,
Vatican,2020-10,27.0,15.0,,0.0,
Vatican,2020-11,27.0,0.0,,0.0,
Vatican,2020-12,27.0,0.0,,0.0,
Venezuela,2020-03,135.0,135.0,3.0,3.0,0.022222222222222223
Venezuela,2020-04,333.0,198.0,16.0,13.0,0.04804804804804805
Venezuela,2020-05,1510.0,1177.0,14.0,-2.0,0.009271523178807948
Venezuela,2020-06,5832.0,4322.0,51.0,37.0,0.00874485596707819
Venezuela,2020-07,18574.0,12742.0,164.0,113.0,0.008829546678152255
Venezuela,2020-08,46728.0,28154.0,386.0,222.0,0.008260571819893854
Venezuela,2020-09,75122.0,28394.0,628.0,242.0,0.00835973483134102
Venezuela,2020-10,92013.0,16891.0,798.0,170.0,0.008672687555019399
Venezuela,2020-11,102394.0,10381.0,897.0,99.0,0.008760278922593122
Venezuela,2020-12,113558.0,11164.0,1028.0,131.0,0.00905264270240758
Vietnam,2020-01,2.0,2.0,,0.0,
Vietnam,2020-02,16.0,14.0,,0.0,
Vietnam,2020-03,212.0,196.0,,0.0,
Vietnam,2020-04,270.0,58.0,,0.0,
Vietnam,2020-05,328.0,58.0,,0.0,
Vietnam,2020-06,355.0,27.0,,0.0,
Vietnam,2020-07,558.0,203.0,3.0,3.0,0.005376344086021506
Vietnam,2020-08,1044.0,486.0,34.0,31.0,0.032567049808429116
Vietnam,2020-09,1094.0,50.0,35.0,1.0,0.031992687385740404
Vietnam,2020-10,1180.0,86.0,35.0,0.0,0.029661016949152543
Vietnam,2020-11,1347.0,167.0,35.0,0.0,0.025983667409057165
Vietnam,2020-12,1465.0,118.0,35.0,0.0,0.023890784982935155
World,2020-01,9927.0,9370.0,213.0,196.0,0.021456633423995165
World,2020-02,86013.0,76086.0,2942.0,2729.0,0.03420413193354493
World,2020-03,875794.0,789781.0,44528.0,41586.0,0.05084300646042334
World,2020-04,3279850.0,2404056.0,237418.0,192890.0,0.07238684695946461
World,2020-05,6188184.0,2908334.0,375034.0,137616.0,0.06060485596420533
World,2020-06,10457929.0,4269745.0,508174.0,133140.0,0.04859222127057852
World,2020-07,17604767.0,7146838.0,675475.0,167301.0,0.038368869068247255
World,2020-08,25509090.0,7904323.0,851017.0,175542.0,0.03336132335571359
World,2020-09,34011678.0,8502588.0,1014902.0,163885.0,0.02983980972652981
World,2020-10,46141800.0,12130122.0,1196683.0,181781.0,0.025934900675743035
World,2020-11,63410167.0,17268367.0,1471474.0,274791.0,0.02320564776307875
World,2020-12,83558756.0,19325364.0,1824732.0,353258.0,0.02183771141829828
Yemen,2020-04,6.0,6.0,2.0,2.0,0.3333333333333333
Yemen,2020-05,323.0,317.0,80.0,78.0,0.2476780185758514
Yemen,2020-06,1158.0,835.0,312.0,232.0,0.2694300518134715
Yemen,2020-07,1728.0,570.0,493.0,181.0,0.28530092592592593
Yemen,2020-08,1958.0,230.0,566.0,73.0,0.28907048008171604
Yemen,2020-09,2034.0,76.0,587.0,21.0,0.2885939036381514
Yemen,2020-10,2063.0,29.0,599.0,12.0,0.29035385361124577
Yemen,2020-11,2077.0,14.0,605.0,6.0,0.2912855079441502
Yemen,2020-12,2099.0,22.0,610.0,5.0,0.2906145783706527
Zambia,2020-03,35.0,35.0,,0.0,
Zambia,2020-04,106.0,71.0,3.0,3.0,0.02830188679245283
Zambia,2020-05,1057.0,951.0,7.0,4.0,0.006622516556291391
Zambia,2020-06,1594.0,537.0,24.0,17.0,0.015056461731493099
Zambia,2020-07,5963.0,4369.0,151.0,127.0,0.025322824081838002
Zambia,2020-08,12097.0,6134.0,288.0,137.0,0.02380755559229561
Zambia,2020-09,14759.0,2662.0,332.0,44.0,0.022494748966732165
Zambia,2020-10,16432.0,1673.0,349.0,17.0,0.02123904576436222
Zambia,2020-11,17647.0,1215.0,357.0,8.0,0.02023006743355811
Zambia,2020-12,20725.0,3078.0,388.0,31.0,0.018721351025331723
Zimbabwe,2020-03,8.0,8.0,1.0,1.0,0.125
Zimbabwe,2020-04,40.0,32.0,4.0,3.0,0.1
Zimbabwe,2020-05,178.0,138.0,4.0,0.0,0.02247191011235955
Zimbabwe,2020-06,591.0,413.0,7.0,3.0,0.011844331641285956
Zimbabwe,2020-07,3169.0,2578.0,67.0,60.0,0.021142316188071948
Zimbabwe,2020-08,6497.0,3328.0,202.0,135.0,0.031091272895182393
Zimbabwe,2020-09,7838.0,1341.0,228.0,26.0,0.029089053329931103
Zimbabwe,2020-10,8367.0,529.0,243.0,15.0,0.029042667622803872
Zimbabwe,2020-11,9950.0,1583.0,276.0,33.0,0.027738693467336685
Zimbabwe,2020-12,13867.0,3917.0,363.0,87.0,0.026177255354438596
